goid,publisher,date,article_type,section,tdm_topic_tags,page,word_count,title,paragrph_text,company_name
408986117,USA TODAY,2006-07-26,Feature,LIFE,Trees,D.1,1662,Treehouses lovely as a poem ; New designs go out on a whim,"rowe, n.m. -- so where does an intense actor like val kilmer, known for disappearing into emotionally toxic roles such as jim morrison, go to find himself?the answer is found up a steep embankment of loose shale that snakes alongside the lazy pecos river. there, five oak trees embrace a cocoon of wood and tin, one artist's rendition of that most iconic of childhood getaways: the treehouse.""i'll fib and say it's for my kids, but it's really for me,"" says kilmer, 46, flashing that famous army of white teeth, his blond locks  buzzed for his just-wrapped role in the upcoming cbs miniseries comanche moon. ""i had a treehouse as a child. so being an adult  ... well, it's strangely, weirdly satisfying to sit in a tree.""it doesn't hurt that kilmer's trees sit on a 6,000-acre ranch so remote that one of his nearest neighbors, jane fonda, is a long hawk's flight away. but such epic real estate isn't required to experience the escapist magic  of communing with birds' nests.from funky new york gardens to manicured california backyards, the treehouse is newly in vogue as homeowners seek to either reclaim their youth or provide children with at-home fun. or both. and while a dad with a hammer  can  do the job, many are calling on a small number of specialized builders who give the tree its say and can charge lofty sums for the privilege.what's workable is whatever is imaginable. while some treehouses remain little more than airy clubhouses in the clouds, others boast beds, crown molding, fireplaces and just about any other comfort from shelters  on terra firma. the add-on that's added up.""two reasons treehouses have become more popular,"" says roderick romero, a new york   treehouse builder to the stars, including kilmer. ""first, they provide wonderful relief in these fast-paced, stressed-out times, and second, the structures themselves can now be built very safe, so they'll support all ages and last nearly forever.""specifically, the development of a steel support called the garnier limb, or gl, lets trees bear weights far beyond what they could without the device, allowing for veritable mini-mansions to sprout from backyard trees.the considerable cost of building in trees means it's largely the rich and famous who are pushing the genre's envelope. many of them have come to romero. his eclectic essence -- he's a fully tattooed yoga fanatic with two braids that reach his waist -- has endeared him to the likes of sting, donna karan and julianne moore, for whom he has built treehouses in italy, long island and manhattan, respectively.romero discreetly says his fee ""varies,"" but his creations were trumpeted last year as one of the  neiman marcus christmas catalog's fantasy gifts, priced at $50,000 or more. emphasis on more.while romero's work so far largely has appealed to kids in adult bodies, san francisco-based treehouse builder barbara butler  is on a mission  ""to get kids out of the house and away from air conditioning, carpeting and computers.""though  known for fanciful ground-based play structures that can exceed $200,000, her  passion is  putting children  up high  in trees.""growing up, i'd be gone all day and home by dark,"" she says. ""today, the world's different.  so if the family yard is where time is spent now, why not help make those encounters come to life  in a treehouse that's both artistic and sturdy?""meg burnham of santa barbara has just hired butler to help get her young grandkids  off the ground on her 187-acre estate. ""we're thinking of having  a ship in one tree with a rope ladder that will lead to  the next one,""  she says.scurrying up trunks is in our genes, dating to the days when early humans sought to escape predators that couldn't climb, says david greenberg, curator of treehouses in paradise, a playful exhibit of 100 treehouse designs  that runs through july 31 at the pacific design center in los angeles.""what you see is that this treehouse fantasy is something the whole world relates to,"" says greenberg, whose own projects have been built as far away as china. ""women may see trees as romantic, while guys sometimes do the tarzan thing. but we all connect with them in some way.""evidence of that can be found in treehouses of the world by pete nelson,  a partner in the seattle-based construction firm treehouse workshop. nelson's book showcases such madcap designs  as the ewok treehouse in oxfordshire, england. (think star wars meets edward scissorhands.)""some folks ask for kitchens and bathrooms, but at that point i start to lose some interest, because you're moving away from what the treehouse is all about,"" says nelson, whose projects average $80,000 for 200 square feet, some insulation and a few electrical outlets. ""but this is definitely gaining momentum.""  revenue at treehouse workshop has increased by 20% a year during the past three years.""we're  seeing more builders at our seminars and getting more photos each week"" from people showing off their backyard babies.although clients often have elaborate ideas, experienced  builders say it's important to let mother nature do some of the talking.""the  key  is to come to the land without any preconceived ideas,"" romero says. ""you want to see what the trees tell you to build.""that certainly was the approach kilmer wanted romero to take when he arrived here in early july.initially a lone ponderosa pine beckoned, but romero was concerned both for his own safety -- the house would have sat some 40 feet above the river -- and natural aesthetics. ""that tree was perfect the way it was. it wasn't asking for a house in it,"" he says.but about 30 yards away, a stand of five oaks clung bravely to an almost sheer rock face. romero imagined a ""little house that would look like it had fallen from the mesa above and gotten stuck in these five trees."" kilmer loved the idea.wood for the project was sourced from a decaying 100-year-old barn, metal from local salvage yards.  ""i want to do everything here in an ecologically friendly way,"" says kilmer, who eight years ago purchased this spread, once owned by actress greer garson.kilmer eventually will ""build a new house here by the river, have some organic gardens to farm what i need and just get back to the land. in a way, this treehouse is my first step in that direction.""kilmer has lived in the wilds of northern new mexico for 20 years, going back to his breakthrough role in top gun (1986). he even got married in the area, to now ex-wife joanne whalley.the couple's two children, mercedes, 14, and jack, 11, live with their actress mother in l.a. kilmer clearly delights in them; the dash  of his beat-up land rover sports an array of graffiti, including ""jack rocks"" and ""mercedes rules.""he hopes the treehouse will be a magnet for their attention.""they haven't seen this place yet, but i can't wait,"" says kilmer, lying on the treehouse deck in shorts and a sweat-soaked khaki shirt. ""my son's a monkey. he'll be up on that tin roof in no time.""if dad doesn't get there first, that is. though the structure has been up only a few weeks, kilmer has bonded with it. he credits both an inherent familial connection -- a distant cousin, poet joyce kilmer, is famous for his poem trees -- and a need to decompress. ""my business is very self-oriented and takes enormous energy, so any chance to truly get away is welcome.""kilmer talks mostly in sentence fragments,  a shifting cadence that's  in sync with life's whimsical pace here.  the horses whinny and dart, only to suddenly stand still in a patch of shade. the river mostly glides though canyons etched eons ago, but occasionally accelerates over rocks in a rapid rush.and up in a treehouse sits not a movie star, but a man momentarily whisked back to childhood.put another way: kilmer could live in the grandest of mansions, yet he seems more at home in a  300-square-foot platform in the sky.""look at this tree. it's so solid and yet so fragile that it moves with the wind,"" he says, grasping one of the oaks. ""there's a sense of freedom and wonderment up here.""a fast-moving afternoon storm starts to lay siege. within minutes, rain drops are pounding the treehouse's tin roof while lightning zigzags ominously nearby. and kilmer is going exactly nowhere.""in places like this,"" he says, ""i can figure out what i'm all about.""tips for would-be buildersso you have a tree. but are you a candidate for a treehouse?treehouse designer and builder roderick romero says people who consider this sylvan architectural adventure should keep in mind:*tree type. ""the harder the better,"" he says. oak, ficus and banyan are his preferences.*location. build as far from the main house as possible. ""aim to disguise the creation as best you can, so it just fades away into nature,"" using the contours of the tree to dictate shape and incorporating downed tree limbs in its construction.*recycling. use reclaimed materials when possible, ""so you're not celebrating one tree in your backyard at the expense of one that was chopped down in the amazon.""*expertise. ""hire people who've built treehouses before, and that's not meant to be an ad for me,"" romero says, laughing. ""your trees will thank you, and you'll keep the treehouse longer.""photos, color, robert hanashiro, usa today (2); photo, b/w, robert hanashiro, usa today",
906325499,New York Times,2011-11-29,News,B,,B.14,160,Giants Close-Up,"a capsule look at the giants' 49-24 loss to the saints:key performancevictor cruz had nine catches for 157 yards, one of the few bright spots for the giants. cruz scored two touchdowns, including a 72-yard catch-and-run down the middle at the start of the fourth quarter.notable number: 46for the second straight week, the giants failed to establish any sort of running game, as brandon jacobs led the giants' rushers with just 46 yards on 13 carries. jacobs did have an 8-yard touchdown run - that he punctuated with a lengthy celebration - but he provided little consistency.talking pointcan the giants' defense, which gave up 363 yards and 4 touchdowns passing to drew brees, bounce back against the packers?this is a more complete version of the story than the one that appeared in print.",
433598660,New York Times,2007-05-03,News,B,,B.1,54,I Got the Horse Right Here,"steve mendoza, left, irwin johnson and wesley williams, all from brooklyn, attended opening day at belmont park yesterday, hoping for some horse racing thrills. page b2. (photo by todd heisler/the new york times)",
1399380296,USA TODAY,2013-07-11,News,NEWS,Mortgage rates,A.3,237,Online TODAY,"news the murder trial of george zimmerman is nearing its conclusion, as prosecutors make a plea to the judge for lesser charges: manslaughter and aggravated assault. follow the judge's ruling at usatoday.com/news.money more clues on the health of the economy come out today -- the government's weekly report on new claims filed for unemployment. average mortgage rates also are released. check the numbers -- and your portfolio -- at usatoday.com/money.life the media frenzy over the birth of prince william's and duchess kate's first baby, due any day now, is reaching fever pitch. follow the minute-by-minute royal baby watch at usatoday.com/life.sports tennis fans can check in on an interview with 1960s-70s star player cliff drysdale, who gets inducted into the tennis hall of fame this weekend. find out what he thinks of today's players at usatoday.com/sports.tech nokia, the finnish phone maker, formally unveils its new smartphone today in new york city. all bets are it's the lumia 1020. click for more details at usatoday.com/tech.what's popular online:residents talk about neighbor aaron hernandezbrother of missing autistic boy is arrested in his deathpublicist: country music star randy travis suffered a stroke while being treated for congestive heart failurephoto     andrew harrer, bloomberg; caption:",
410304651,Washington Post The,2009-02-21,News,SPORTS,Tournaments & championships,E.7,340,Fauquier's Benimon Is Up to the Challenge,"the bumps, the bangs, the slaps and the triple-teams had worn on fauquier's jerrelle benimon late in the game last night. he had been the singular focus of battlefield, which unleashed an intricate defensive strategy to combat the talented senior forward.so after benimon dived into the lane midway through overtime, absorbed another bump, then gently laid the ball into the basket to start the game-clinching three-point play, he could not contain his euphoria.he leapt in the air, pumped his fist and glared at the visiting fans who had taunted him so mercilessly throughout the game. benimon's three-point play gave fauquier the breathing room it needed and sparked the falcons to an exhilarating 57-50 victory over the bobcats in the virginia aaa cedar run district tournament championship before about 1,200 screaming fans in warrenton.""i finally got a bucket,"" benimon said later, clutching the championship trophy and two bottles of gatorade. ""they were running some kind of box-and-one, or something. i just couldn't get free.""benimon, who averages 23 points, 15 rebounds and 7 assists, scored seven of his 17 points in overtime to propel fauquier (21-3) to its first district title since 2007. he also had 23 rebounds  --  one more than the entire battlefield team. a 6-foot-8 swingman with the jump shot of a guard and the power of a linebacker, he fought through several defensive looks from the bobcats, who shadowed, swarmed and surrounded him.""he still fought through it all and came through for them in the end,"" battlefield coach al ford said. ""he's just a great player.""battlefield forced overtime when guard james robinson converted a three-point play with 37 seconds left.in the girls' district title game, 19th-ranked stonewall jackson used its trademark pressure defense to disrupt osbourn park and cruise to a 47-38 victory. it marked the raiders' fifth district title in a row and the second straight season in which they swept their league competition.",
2293461759,New York Times,2019-09-20,Review,C,Art galleries & museums,C.13,1523,A Rebellion Brought Into Focus,"alvin baltrop's photographs of the abandoned hudson river piers and the people who populated them in the 1970s and '80s have been all but ignored. until now.new york city is a gateway for fresh art talent but it's also an archive of art careers past. some are visible, in the ""active"" file. most are buried deep. a few surface only after artists have departed, as is the case with the american photographer alvin baltrop, who was unknown to the mainstream art world when he died in 2004 at 55, and who now has a bright, tough monument of a retrospective at the bronx museum of the arts.the show, ""the life and times of alvin baltrop,"" is also a monument to new york itself during the 1970s and '80s, when mr. baltrop did his major work. during those decades, the city was physically falling apart. at the same time, it radiated creative energy. among other things, in the wake of the 1969 stonewall uprising, it was home base for a new gay consciousness.disintegration and rebellion dovetailed in a line of derelict shipping piers that stretched the hudson river between chelsea and greenwich village. isolated from the rest of the city after the collapse of the southernmost section of the elevated west side highway, the piers became a preserve for gay sex and communion, and the primary subject of mr. baltrop's surviving photographs. these include architectural studies of the piers, but also shots of their semi-residential population of homeless people, teenage runaways, sexual adventurers, criminals and artists, a company that mr. baltrop, in effect, joined.at a glance, he might have seemed an outsider to the adjacent west village world. bronx-born, working-class, african-american, bisexual, he came to the scene directly from a three-year stint as a navy medic. the earliest pictures in the show, which has been organized by antonio sergio bessa, director of curatorial and education programs at the bronx museum, were taken aboard the destroyer william k. pratt, where he was stationed at the height of the vietnam war.some shots are of the ship itself as a functioning war machine, which, although it never actually went to southeast asia during mr. baltrop's time, kept its crew busy with on-deck drills. far more interesting and experimental are images of domestic life at sea: sailors sunbathing; napping on deck, and rubbing shoulders in tight living quarters. and most daring, are dramatically posed and lighted studies of nude male bodies: torsos, buttocks, genitals. in these images, the mood is erotic without being furtive. these are clearly collaborations with willing models.after discharge from the service, mr. baltrop returned to new york city, where he lived on the lower east side with a woman named alice and made a living as a taxi driver. by this point, just a few years after stonewall, the piers had become the main stage for an openly expressed gay sexuality, and they drew mr. baltrop in. initially he used his flexible hours as a cabby to visit and photograph them. then, to gain more time, he quit driving, bought a van and, supporting himself as a freelance mover, camped there for days and nights on end.there's no question that he considered his photographs -- particularly of pier 52, then located at the end of gansevoort street, just beyond where the whitney museum of american art now stands -- a long-term project, a mix of historical documentation, insider anthropology, and autobiography. life on the piers, with its definable demographic and culture of confinement, was not so different from that on board a ship, and mr. baltrop viewed it both from afar and up close. the more than 200 pictures in the bronx show are very much about pulling back for the broad view, then zeroing in.he was careful to give the piers a context. he shot the waterfront neighborhood with its bars (the ramrod, badlands, the stud), its transient hotels, and its commercial truck parking lots (which also served as nocturnal trysting places). and he photographed, at varying distances, the abandoned shipping depots and warehouse sheds on the piers themselves.as a group, these images are invaluable contributions to american urban visual history, but also to art history. a lot of new art was happening on the piers. in 1975, the new york artist gordon matta-clark sliced a huge crescent-shaped, light flooded hole in a west-facing wall on pier 52 and titled it ""day's end""; a painter named tava (gustav von will) was doing murals, as were younger contemporaries like mike bidlo and david wojnarowicz. mr. baltrop recorded some of this work, though it seemed incidental to his true interest. what really gripped him was the grandeur and danger of structural ruin, and the people who occupied it.look closely at his panoramic views of pier exteriors and you'll see, in many, the presence of tiny figures, clothed or nude, leaning from windows, lounging around, having sex. and the majority of his shots were of populated interiors. in pier 52, he used a homemade version of a window-cleaner's harness to suspend himself from the ceiling and survey activities below. at the same time, because he became a regular, unthreatening presence, he was able to photograph on-the-ground action, much of it sexual, from an intimate vantage.the piers were not benign places, and mr. baltrop knew it. muggings were common. murders happened. he took chilling pictures of the police fishing bodies from the hudson. (one locally famous waterfront habitué, the drag queen and activist marsha p. johnson, of whom mr. baltrop made a wonderful portrait, was found dead in the river in 1992.) he spoke, later in his life, of ""the frightening, mad, unbelievable, violent, beautiful things that were going on"" at the piers. he was aware that his own attraction to them had a pathological element. ""it became an addiction,"" he said. ""it was like a drug. it was a drug.""yet you find little sense of menace in the photographs, most of which are black and white, with a few in color. raw, cavernous interiors have a church-like luminosity. and, despite repeated images of bare flesh the work can feel erotic but chaste, the way thomas eakins's paintings of adolescent boys at a swimming hole do. much has been made of the ""classical"" poise of explicitly sexual images by baltrop's celebrated contemporaries peter hujar and robert mapplethorpe. but mr. baltrop's a classicist too, just a less self-conscious one.so why has he been all but ignored until fairly recently? again, his outsider status as a queer working-class african-american is a big part of the answer. (he had two small shows, one in a bar where he moonlighted as a bouncer, but one gallery owner who saw the pictures referred to him as ""a real sewer rat type""; another accused him of stealing work by a white photographer.) fortunately, toward the end of his life, he met the painter randal wilcox, who immediately saw the value of his photography and, after mr. baltrop's death from cancer in 2004, rescued it from what could easily have been obliteration.in addition to a cache of personal items -- identity cards, medical records, cameras -- that are in the bronx show, mr. baltrop left behind a handful of beat-up photographic prints and thousands of rolls of film that he couldn't afford to have processed. in 2008, an artforum essay by the writer and curator douglas crimp (reprinted in the exhibition catalog) put mr. baltrop's name into circulation, and his reputation continues to grow. this fall his work will be included in the rehang of the museum of modern art's permanent collection. he's also in the whitney's collection. (on the site of pier 52, which served for more than a decade as his studio and sometime home, a public art project by the artist david hammons, organized by the whitney and the hudson river park trust, began construction this week.)mr. baltrop himself might well be hard pressed today to recognize the part of the city he once recorded. among the show's latest images is one of a pier engulfed in flames and smoke. the picture may well date from around 1986, when the ""sex piers"" began to be demolished by the city, to be replaced by the luxury condos, entertainment centers and the transplanted uptown museum there today. it's gratifying to think of mr. baltrop, brilliant, persistent, and fully resurrected in the bronx show, as the true phoenix arising from the ashes.the life and times of alvin baltropthrough feb. 9 at the bronx museum of the arts, 1040 grand concourse; 718-681-6000, bronxmuseum.org.the life and times of alvin baltrop through feb. 9 at the bronx museum of the arts; 718-681-6000, bronxmuseum.org.",Bronx Museum of the Arts-New York City NY
2869108043,Los Angeles Times,2023-09-27,News,California; Part B; Sports Desk,Scandals,B.9,187,SPORTS; ON THIS DATE,"1950 - ezzard charles wins a unanimous 15-round decision over joe louis at yankee stadium in new york to retain the world heavyweight title.1973 -- nolan ryan strikes out 16 in 11 innings for a record 383 that season.1975 -- kansas quarterback nolan cromwell rushes for an ncaa-record 294 yards in a 20-0 victory over oregon state.1987 -- nfl players go on strike.1988 -- canadian sprinter ben johnson is disqualified from the seoul olympics 100 meters after his urine sample is found to contain the steroid stanozolol. american carl lewis is awarded the gold medal and the world record of 9.92 seconds.1998 -- mark mcgwire gives baseball a new magic number, hitting two homers to reach 70 in the st. louis cardinals' season finale against montreal. it's mcgwire's fifth homer in the season-ending, three-game series. mcgwire's 70th and final home run of the season is a line shot over the left-field wall on a first-pitch fastball from carl pavano in the seventh inning.2000 -- the united states baseball team, managed by tommy lasorda, wins the olympic gold medal in sydney, australia.",
1368532619,Los Angeles Times,2013-06-18,News,LATExtra; Part AA; Metro Desk,Capital punishment,AA.3,415,Man accused of murder in 2006 death of ex-wife,"theirs was a messy marriage that ended in divorce. five years later, their rocky relationship rekindled, the orange county couple flew to europe for a romantic cruise.but on the morning of may 26, 2006, lonnie kocontes reported his ex-wife micki kanesaki missing to ship authorities. her body was found a day later in the sea off the italian coast.""i wish i knew what happened,"" kocontes told a reporter at the time. he added that his ex-wife could be an angry drunk and had talked about harming herself. ""i can't rule suicide out,"" he said.on monday, kocontes, 55, was arraigned in orange county superior court, charged with murder for financial gain. prosecutors allege that kocontes strangled kanesaki, who was 52 when she died, and tossed her overboard in a scheme that netted him more than $1 million.italian authorities investigated the case at the time and found no reason to hold kocontes. he said the two had been in bed aboard the ship when kanesaki left around 1 a.m. to get a cup of tea. he said he took a sleeping pill and discovered her missing when he awoke.in 2008, the fbi began investigating various money transfers between banks made by kocontes, who was the beneficiary of several of kanesaki's bank accounts.he also profited from the sale of the couple's home, authorities said. the u.s. attorney's office eventually brought the case to the attention of the orange county district attorney.orange county sheriff's investigators found additional evidence related to kanesaki's death. kocontes was arrested in february in florida and was extradited to california for trial.the fact that a crime committed half a world away is being tried in a u.s. court ""isn't a common thing,"" said senior deputy dist. atty. susan price.""the crime commenced in california and culminated"" on the ship, price said. ""researching the cruise in california, buying the ticket in california, having them sent to you in california ... driving to the airport. those represent intent and are preparatory acts"" that give prosecutors jurisdiction in the case.when she died, kanesaki was facing a battery charge for allegedly kicking kocontes in the leg a month before their cruise. she voluntarily enrolled in an anger management class and was attending alcoholics anonymous meetings.if convicted of her murder, kocontes faces a minimum life sentence without possibility of parole. he also could face the death penalty.",
422216858,Los Angeles Times,2007-10-04,News,California; Part B; Metro Desk,,B.1,726,ACLU faults decision on group; Letter to Chapman University says Jewish fraternity should get OK to recruit on campus.,"chapman university officials violated the constitutional rights of students who were trying to form a jewish fraternity when they ordered the men not to recruit on campus or wear t-shirts promoting sigma alpha mu, according to a letter the aclu sent university officials tuesday.""chapman, we have a problem,"" said hector villagra, director of the orange county office of the american civil liberties union of southern california. ""these students have free speech rights.""the fraternity organizer, pascal de maria, now a senior, said he did not believe anti-semitism was involved.chapman spokeswoman mary platt said the letter was under review and that some student contentions were untrue, such as being prohibited from wearing fraternity t-shirts.""they've been wearing those shirts all semester. there has been no action taken. that's ridiculous,"" she said. ""the university's only aim throughout all this is to assure that this group, as with any group, does not call itself an officially sanctioned chapman organization when it's not, because . . . it leaves the university with considerable liability.""the controversy's roots are more than 2 years old, when de maria and some friends decided to create a campus chapter of sigma alpha mu, a historically jewish fraternity. the students began recruiting members and meeting with university officials in spring 2005 about the application process. in april 2006, the university allowed a fraternity to set up on campus but turned down several, including sigma alpha mu.at the same time, the group's national organization gave the students ""colony"" status, a step below chapter status, and the chapman students began wearing t-shirts emblazoned with the greek letters on campus.in september 2006, joseph kertes and administrator chris hutchinson sent de maria a letter ordering him to stop advertising fraternity events on campus and forbade him to hold fraternity events on campus or meeting at chapman before heading to off-campus events.they also said the group must clearly indicate that it is not affiliated with chapman and request that the national organization send a letter to university officials stating that there is no chapter at the campus, and to agree to carry insurance coverage for chapman students who associate with the local fraternity.the letter was sent to several administrators, as well as the leaders of the university's sanctioned fraternities and sororities.chapman also sent leaders of these groups letters urging them to report to university officials if de maria or the other sigma alpha mu members were seen congregating on campus or wearing their t- shirts, villagra said.""i felt like a prisoner at the school i go to,"" de maria said.platt said she could not comment on the september 2006 letter because it would violate de maria's privacy rights.the university's decision to distribute the letter to other students is the subject of a complaint de maria filed with the federal government.she said the group was offered the option of becoming a school club, which is a much simpler process than becoming a fraternity.the only difference is that the group would have to admit any man or woman who applied, she said.the aclu letter does not question the university's decision to deny the group its imprimatur but seeks a retraction of the restrictions in the september 2006 letter, as well as expunging students' records of anything relating to the fraternity issue.villagra said that the restrictions were applied only to sigma alpha mu and not to any other unauthorized group that claims a chapman affiliation, such as the assn. of intellegentpot smokers and the under age drinkers (cu chapter), both of which assert school affiliation on their facebook pages.platt said university officials lacked the resources to police the internet.villagra said if the university failed to act, the aclu would consider suing.de maria said he would be happy if his group could do what other fraternal groups do -- play ultimate frisbee on the quad and hold meetings, charity benefits and social events.""we have no intention of making the university angry or provoking them,"" he said.""we really just wanted to associate ourselves with a brotherhood.""",
421943496,Los Angeles Times,2004-09-04,News,Main News; Part A; National Desk,Conservatism,A.25,917,"THE RACE TO THE WHITE HOUSE; Heinz Kerry Criticized Christian Right in Speech; In a 1994 talk, nominee's wife said the group 'broadcasts its hatred.' Kerry camp stands behind the comments.","teresa heinz kerry, wife of democratic presidential nominee sen. john f. kerry, issued a broadside against the ""christian right"" in a 1994 speech, saying that it ""broadcasts its hatred"" and appealed ""to the dark corners of the human soul.""since the mid-1990s, conservative christians have grown in importance to the republican party and now form a key base of support for president bush's reelection effort.this week, kerry campaign officials stood by her comments.""her comments were a simple plea for the practice of christian values in the public debate, instead of misusing issues of faith to divide americans along partisan political lines,"" said jeff lewis, heinz kerry's chief of staff. ""sadly, her warnings turned out to be prophetic.""the speech, given three years after her husband, sen. h.j. heinz iii, died and a year before she married kerry, was made the national council of christians and jews. the group was giving heinz kerry an award for ""building bridges.""the lengthy speech touched on many issues, including the threat of ddt pesticides on lizards in borneo, indonesia. in discussing world events, she observed that ""fearsome shadows"" were lurking in america, threatening to create a ""fractious and mean-spirited place where it is dangerous to be different.""""americans have a ... newfound suspicion of those who are not like us,"" heinz kerry said. ""we see it in the political rise of the so-called christian right.""rather than preach christ's gospel of love and tolerance, this group broadcasts its hatred for homosexuals and liberals and minorities and feminists,"" she added. ""the movement calls itself christian, but its appeal is to dark corners of the human soul -- fear, loathing, the desire for uniformity, the need for conformity.""roberta combs, president of the christian coalition, said thursday that heinz's remarks represented an unusual attack on christian conservatives and that she disagreed with the substance of the comments.""she has a right to her opinion ... but there is no reason for anybody to be suspicious about christians,"" combs said. ""i certainly don't have a hatred for homosexuals. certainly, there are minorities in our group. i am a woman and don't hate anybody ....i don't agree with her comments at all.""although democrats have traditionally received little support from conservative christian groups, kerry is not ceding the territory to bush; he has created a ""people of faith outreach program,"" kerry spokesman michael meehan said.""we have one of the largest efforts any democrat has made to reach out to people of faith,"" meehan said. ""sen. kerry and teresa are both practicing catholics who regularly attend mass. what we don't do is what president bush has done, which is to get church membership lists and get church organizations to conduct the effort.""critics of christian conservatives say heinz kerry's remarks ring true about some elements of the movement; they point, for example, to comments made by jerry falwell, who suggested that gays, abortion- rights supporters and liberal civil rights activists were partly to blame for the sept. 11 attacks.""there is an element of the right wing that is motivated by religious extremists who promote intolerance,"" said steven fisher, communications director for human rights campaign, which promotes gay, lesbian and transgender equal rights. ""but there is also strong support in religious communities for tolerance, even where they don't support gay marriage. it isn't fair to say that jerry falwell represents all the christian religious communities.""john c. green, a political science professor at the university of akron in ohio, said heinz kerry's rhetoric represented a fairly common criticism of the christian right during the 1980s, although it had begun to moderate by the 1990s when the christian movement presented itself with a less strident face.such criticism today is fraught with peril, green noted. ""it takes a deft politician to hit the activists in the christian right and not hit the people who are simply strong in their christian values."" he said that 1994 was a year when the democratic congressional campaign committee criticized the christian right, a decision that partly explained the strong gains republicans made in congressional races that year.alison renteln, a political science professor at usc, said the context of heinz kerry's speech about pressures for conformity represent a fair evaluation of american culture. renteln wrote a book, ""cultural defense"" that examined the unwillingness of courts to admit evidence about differing cultural values.at the time heinz kerry attacked the movement, she was a registered republican in pennsylvania and played an influential role in the state party, but she had espoused support for moderate causes in her speeches and her philanthropic agenda.the 1994 speech came during the tough senate race that pitted sen. rick santorum (r-pa.), against then incumbent sen. harris wofford, a democrat who had won sen. heinz's seat in a special election after his death.during the campaign, santorum got into a tiff with heinz kerry, who had considered entering the senate race herself. heinz kerry called santorum ""forrest gump with an attitude"" and said he was ""short of public service and even shorter on accomplishments.""santorum suggested that heinz kerry was being influenced by kerry, and said that her late husband would have supported his campaign. santorum is closely aligned with the christian right. he declined to comment thursday.",Democratic Party
2869108043,Los Angeles Times,2023-09-27,News,California; Part B; Sports Desk,Scandals,B.9,187,SPORTS; ON THIS DATE,"1950 - ezzard charles wins a unanimous 15-round decision over joe louis at yankee stadium in new york to retain the world heavyweight title.1973 -- nolan ryan strikes out 16 in 11 innings for a record 383 that season.1975 -- kansas quarterback nolan cromwell rushes for an ncaa-record 294 yards in a 20-0 victory over oregon state.1987 -- nfl players go on strike.1988 -- canadian sprinter ben johnson is disqualified from the seoul olympics 100 meters after his urine sample is found to contain the steroid stanozolol. american carl lewis is awarded the gold medal and the world record of 9.92 seconds.1998 -- mark mcgwire gives baseball a new magic number, hitting two homers to reach 70 in the st. louis cardinals' season finale against montreal. it's mcgwire's fifth homer in the season-ending, three-game series. mcgwire's 70th and final home run of the season is a line shot over the left-field wall on a first-pitch fastball from carl pavano in the seventh inning.2000 -- the united states baseball team, managed by tommy lasorda, wins the olympic gold medal in sydney, australia.",
422212886,Los Angeles Times,2008-07-07,News,Main News; Part A; Editorial Pages Desk,Social promotion,A.12,243,School's efforts should be praised,"re ""scientology link rouses worries at star's school,""june 29the times writes, ""one teaching method the school uses is study technology, which was developed by [scientology founder l. ron hubbard] and focuses on students gaining hands-on experience, mastering subject matter before moving to the next level, and being taught not to read past words they don't understand.""this technique has been used by good teachers for centuries. while hubbard may have come up with the jargon ""study technology,"" he did not invent the ideas of hands-on experience, mastering subject matter before moving to the next level and being taught not to read past words the student doesn't understand.maybe one of the reasons our educational system is in trouble is that we have allowed students to move on with neither knowledge nor skills. it's called ""social promotion."" i don't think hubbard is responsible for it.monroe pastermackthe times regularly publishes articles describing the poor performance of the public education system at great taxpayer expense.therefore, will and jada smith putting their time and money on the line to change things through an innovative school should make a great story. instead, you offer an innuendo-filled piece about the religious beliefs and educational methods of some of the teachers.the times won't say it, so i will: three cheers for the smiths and the new village academy!nick mcnaughtonlos angeles",
